41700,1150,37.0,55.0,49.0,23.0,23.0,22.0
40500,200,24.0,41.0,43.0,16.0,18.0,21.0
40200,264,33.0,56.0,42.0,21.0,22.0,15.0
41400,268,41.0,62.0,42.0,33.0,31.0,27.0
40800,625,31.0,47.0,42.0,19.0,18.0,19.0
40800,657,33.0,63.0,57.0,24.0,25.0,26.0
42600,695,55.0,66.0,42.0,44.0,43.0,47.0
41700,413,42.0,64.0,42.0,36.0,35.0,33.0
41400,277,36.0,48.0,40.0,22.0,21.0,22.0
40200,754,31.0,48.0,41.0,21.0,21.0,21.0
39600,296,53.0,64.0,57.0,47.0,45.0,34.0
41700,1215,40.0,57.0,48.0,29.0,28.0,27.0
39900,1188,40.0,68.0,48.0,26.0,16.0,7.0
42600,434,27.0,29.0,40.0,16.0,15.0,14.0
40800,493,20.0,25.0,39.0,12.0,12.0,14.0
42900,135,30.0,30.0,40.0,20.0,17.0,16.0
39900,154,36.0,65.0,40.0,24.0,28.0,28.0
40500,374,35.0,63.0,40.0,22.0,25.0,28.0
40800,1062,36.0,54.0,55.0,28.0,23.0,22.0
42000,1237,33.0,59.0,49.0,22.0,22.0,22.0
40800,249,34.0,62.0,62.0,23.0,24.0,27.0
40500,798,40.0,61.0,41.0,27.0,29.0,31.0
41700,813,38.0,58.0,33.0,29.0,26.0,19.0
41700,728,45.0,65.0,41.0,30.0,29.0,29.0
41700,71,38.0,55.0,43.0,25.0,24.0,23.0
39600,100,41.0,55.0,41.0,40.0,37.0,27.0
42900,753,38.0,47.0,41.0,25.0,25.0,24.0
42300,1096,34.0,35.0,63.0,19.0,18.0,17.0
42300,291,45.0,44.0,41.0,37.0,40.0,50.0
39900,986,59.0,54.0,41.0,67.0,62.0,53.0
42900,946,37.0,56.0,41.0,25.0,24.0,19.0
40500,1311,32.0,51.0,49.0,22.0,21.0,12.0
39600,1180,50.0,63.0,48.0,36.0,35.0,31.0
42300,1195,45.0,66.0,48.0,35.0,37.0,35.0
41400,1055,26.0,38.0,53.0,16.0,15.0,15.0
42900,503,26.0,31.0,40.0,17.0,16.0,15.0
42300,141,25.0,28.0,39.0,17.0,17.0,16.0
40500,983,2.0,18.0,28.0,1.0,1.0,1.0
39600,381,44.0,67.0,53.0,31.0,30.0,27.0
42900,786,44.0,62.0,42.0,32.0,35.0,36.0
40800,631,36.0,54.0,41.0,23.0,23.0,25.0
42300,677,37.0,61.0,41.0,26.0,26.0,25.0
